method,value,name,dir
Triangle,0.22807017543859648,Interstate 30,Eastbound
Triangle,0.27450980392156865,Interstate 30,Westbound
Triangle,0.3375796178343949,Interstate 65,Southbound
Triangle,0.25,Interstate 65,Northbound
Triangle,0.8571428571428571,Interstate 37,Northbound
Triangle,0.2434017595307918,Interstate 70,Eastbound
Triangle,0.13513513513513514,Interstate 70,Westbound
Triangle,0.07272727272727272,Interstate 91,Southbound
Triangle,0.2,Interstate 91,Northbound
Triangle,0.22777777777777777,Interstate 25,Southbound
Triangle,0.33519553072625696,Interstate 25,Northbound
Triangle,0.31645569620253167,Interstate 59,Southbound
Triangle,0.4375,Interstate 59,Northbound
Triangle,0.27586206896551724,Interstate 77,Southbound
Triangle,0.32456140350877194,Interstate 77,Northbound
Triangle,0.3783783783783784,Interstate 22,Eastbound
Triangle,0.2972972972972973,Interstate 22,Westbound
Triangle,0.2900763358778626,Interstate 20,Eastbound
Triangle,0.2567049808429119,Interstate 20,Westbound
Triangle,0.19310344827586207,Interstate 80,Eastbound
Triangle,0.1900647948164147,Interstate 80,Westbound
Triangle,0.29603729603729606,Interstate 40,Eastbound
Triangle,0.2171837708830549,Interstate 40,Westbound
Triangle,0.48,Interstate 88 (Illinois),Eastbound
Triangle,0.07692307692307693,Interstate 88 (Illinois),Westbound
Triangle,0.5,Interstate 17,Southbound
Triangle,0.14814814814814814,Interstate 17,Northbound
Triangle,0.4375,Interstate 96,Eastbound
Triangle,0.21875,Interstate 96,Westbound
Triangle,0.043478260869565216,Interstate 27,Northbound
Triangle,0.0,Interstate 105 (Oregon),Eastbound
Triangle,0.0,Interstate 105 (Oregon),Westbound
Triangle,0.5333333333333333,Interstate 335 (Kansas),Eastbound
Triangle,0.14814814814814814,Interstate 335 (Kansas),Westbound
Triangle,0.1976284584980237,Interstate 15,Southbound
Triangle,0.19391634980988592,Interstate 15,Northbound
Triangle,0.34297520661157027,Interstate 5,Southbound
Triangle,0.18376068376068377,Interstate 5,Northbound
Triangle,0.19230769230769232,Interstate 78,Eastbound
Triangle,0.08,Interstate 78,Westbound
Triangle,0.31313131313131315,Interstate 44,Eastbound
Triangle,0.30612244897959184,Interstate 44,Westbound
Triangle,0.4666666666666667,Interstate 29,Southbound
Triangle,0.26956521739130435,Interstate 29,Northbound
Triangle,0.4794520547945205,Interstate 74,Eastbound
Triangle,0.37142857142857144,Interstate 74,Westbound
Triangle,0.09090909090909091,Interstate 495 (Massachusetts),Southbound
Triangle,0.22727272727272727,Interstate 495 (Massachusetts),Northbound
Triangle,0.29444444444444445,Interstate 64,Eastbound
Triangle,0.2640449438202247,Interstate 64,Westbound
Triangle,0.13636363636363635,Interstate 88 (New York),Eastbound
Triangle,0.17886178861788618,Interstate 94,Eastbound
Triangle,0.23529411764705882,Interstate 94,Westbound
Triangle,0.23529411764705882,Interstate 49 (Lousiana-South Segment,Southbound
Triangle,0.5294117647058824,Interstate 49 (Lousiana-South Segment,Northbound
Triangle,0.23076923076923078,Interstate 49 (Missouri),Southbound
Triangle,0.0967741935483871,Interstate 49 (Missouri),Northbound
Triangle,0.34375,Interstate 69,Southbound
Triangle,0.3548387096774194,Interstate 69,Northbound
Triangle,0.08733624454148471,Interstate 75,Southbound
Triangle,0.24705882352941178,Interstate 75,Northbound
Triangle,0.1736842105263158,Interstate 35,Southbound
Triangle,0.15979381443298968,Interstate 35,Northbound
Triangle,0.25,Interstate 93,Southbound
Triangle,0.4,Interstate 93,Northbound
Triangle,0.2222222222222222,Interstate 87,Southbound
Triangle,0.09375,Interstate 87,Northbound
Triangle,0.4032258064516129,Interstate 71,Southbound
Triangle,0.43548387096774194,Interstate 71,Northbound
Triangle,0.28888888888888886,Interstate 84 (Pennsylvania-Massachusetts),Eastbound
Triangle,0.32558139534883723,Interstate 84 (Pennsylvania-Massachusetts),Westbound
Triangle,0.5087719298245614,Interstate 24,Eastbound
Triangle,0.3157894736842105,Interstate 24,Westbound
Triangle,0.25925925925925924,Interstate 16,Eastbound
Triangle,0.2962962962962963,Interstate 16,Westbound
Triangle,0.42857142857142855,Interstate 72,Eastbound
Triangle,0.4857142857142857,Interstate 72,Westbound
Triangle,0.18840579710144928,Interstate 79,Southbound
Triangle,0.21739130434782608,Interstate 79,Northbound
Triangle,0.4074074074074074,Interstate 41,Southbound
Triangle,0.3870967741935484,Interstate 41,Northbound
Pyramid,0.09027777777777778,Interstate 55,Southbound
Pyramid,0.14893617021276595,Interstate 55,Northbound
Pyramid,0.13902439024390245,Interstate 90,Eastbound
Pyramid,0.14392059553349876,Interstate 90,Westbound
Pyramid,0.1092436974789916,Interstate 85,Eastbound
Pyramid,0.20491803278688525,Interstate 85,Westbound
Pyramid,0.03278688524590164,Interstate 57,Southbound
Pyramid,0.09836065573770492,Interstate 57,Northbound
Pyramid,0.046153846153846156,Interstate 26,Southbound
Pyramid,0.171875,Interstate 26,Northbound
Pyramid,0.2222222222222222,Interstate 82,Southbound
Pyramid,0.18518518518518517,Interstate 82,Northbound
Pyramid,0.05063291139240506,Interstate 76 (Ohio-New Jersey),Eastbound
Pyramid,0.08641975308641975,Interstate 76 (Ohio-New Jersey),Westbound
Pyramid,0.11320754716981132,Interstate 39,Southbound
Pyramid,0.16326530612244897,Interstate 39,Northbound
Pyramid,0.047619047619047616,Interstate 86 (Pennsylvania-New York),Eastbound
Pyramid,0.11904761904761904,Interstate 86 (Pennsylvania-New York),Westbound
Pyramid,0.3401360544217687,Interstate 84 (Oregon-Utah),Eastbound
Pyramid,0.2702702702702703,Interstate 84 (Oregon-Utah),Westbound
Pyramid,0.32,Interstate 76 (Colorado-Nebraska),Westbound
Pyramid,0.2,Interstate 476 (Pennsylvania),Southbound
Pyramid,0.08,Interstate 476 (Pennsylvania),Northbound
Pyramid,0.027777777777777776,Interstate 43,Southbound
Pyramid,0.12903225806451613,Interstate 43,Northbound
Pyramid,0.16748768472906403,Interstate 10,Eastbound
Pyramid,0.162291169451074,Interstate 10,Westbound
Pyramid,0.15,Interstate 81,Southbound
Pyramid,0.24050632911392406,Interstate 81,Northbound
Pyramid,0.36538461538461536,Interstate 8,Eastbound
Pyramid,0.13725490196078433,Interstate 8,Westbound
Pyramid,0.1320754716981132,Interstate 95 (Southern Segment),Southbound
Pyramid,0.1380952380952381,Interstate 95 (Southern Segment),Northbound
Pyramid,0.17391304347826086,Interstate 95 (Northern Segment),Southbound
Pyramid,0.211864406779661,Interstate 95 (Northern Segment),Northbound
Pyramid,0.08108108108108109,Interstate 89,Southbound
Pyramid,0.24324324324324326,Interstate 89,Northbound
Pyramid,0.13636363636363635,Interstate 68,Eastbound
Pyramid,0.4090909090909091,Interstate 68,Westbound
Pyramid,0.1891891891891892,Interstate 45,Southbound
Pyramid,0.13333333333333333,Interstate 45,Northbound
Pyramid,0.12280701754385964,Interstate 30,Eastbound
Pyramid,0.11764705882352941,Interstate 30,Westbound
Pyramid,0.17197452229299362,Interstate 65,Southbound
Pyramid,0.11538461538461539,Interstate 65,Northbound
Pyramid,0.5,Interstate 37,Northbound
Pyramid,0.12023460410557185,Interstate 70,Eastbound
Pyramid,0.0990990990990991,Interstate 70,Westbound
Pyramid,0.16363636363636364,Interstate 91,Southbound
Pyramid,0.14545454545454545,Interstate 91,Northbound
Pyramid,0.2611111111111111,Interstate 25,Southbound
Pyramid,0.2905027932960894,Interstate 25,Northbound
Pyramid,0.10126582278481013,Interstate 59,Southbound
Pyramid,0.2375,Interstate 59,Northbound
Pyramid,0.16379310344827586,Interstate 77,Southbound
Pyramid,0.21052631578947367,Interstate 77,Northbound
Pyramid,0.08108108108108109,Interstate 22,Eastbound
Pyramid,0.1891891891891892,Interstate 22,Westbound
Pyramid,0.18702290076335878,Interstate 20,Eastbound
Pyramid,0.14559386973180077,Interstate 20,Westbound
Pyramid,0.12873563218390804,Interstate 80,Eastbound
Pyramid,0.13822894168466524,Interstate 80,Westbound
Pyramid,0.17249417249417248,Interstate 40,Eastbound
Pyramid,0.15274463007159905,Interstate 40,Westbound
Pyramid,0.04,Interstate 88 (Illinois),Eastbound
Pyramid,0.038461538461538464,Interstate 88 (Illinois),Westbound
Pyramid,0.375,Interstate 17,Southbound
Pyramid,0.1111111111111111,Interstate 17,Northbound
Pyramid,0.15625,Interstate 96,Eastbound
Pyramid,0.09375,Interstate 96,Westbound
Pyramid,0.043478260869565216,Interstate 27,Northbound
Pyramid,0.0,Interstate 105 (Oregon),Eastbound
Pyramid,0.0,Interstate 105 (Oregon),Westbound
Pyramid,0.23333333333333334,Interstate 335 (Kansas),Eastbound
Pyramid,0.18518518518518517,Interstate 335 (Kansas),Westbound
Pyramid,0.16600790513833993,Interstate 15,Southbound
Pyramid,0.13688212927756654,Interstate 15,Northbound
Pyramid,0.21074380165289255,Interstate 5,Southbound
Pyramid,0.13675213675213677,Interstate 5,Northbound
Pyramid,0.3076923076923077,Interstate 78,Eastbound
Pyramid,0.08,Interstate 78,Westbound
Pyramid,0.20202020202020202,Interstate 44,Eastbound
Pyramid,0.24489795918367346,Interstate 44,Westbound
Pyramid,0.3111111111111111,Interstate 29,Southbound
Pyramid,0.16521739130434782,Interstate 29,Northbound
Pyramid,0.2054794520547945,Interstate 74,Eastbound
Pyramid,0.14285714285714285,Interstate 74,Westbound
Pyramid,0.09090909090909091,Interstate 495 (Massachusetts),Southbound
Pyramid,0.2727272727272727,Interstate 495 (Massachusetts),Northbound
Pyramid,0.18888888888888888,Interstate 64,Eastbound
Pyramid,0.1797752808988764,Interstate 64,Westbound
Pyramid,0.0,Interstate 88 (New York),Eastbound
Pyramid,0.09349593495934959,Interstate 94,Eastbound
Pyramid,0.13725490196078433,Interstate 94,Westbound
Pyramid,0.2647058823529412,Interstate 49 (Lousiana-South Segment,Southbound
Pyramid,0.29411764705882354,Interstate 49 (Lousiana-South Segment,Northbound
Pyramid,0.15384615384615385,Interstate 49 (Missouri),Southbound
Pyramid,0.0967741935483871,Interstate 49 (Missouri),Northbound
Pyramid,0.109375,Interstate 69,Southbound
Pyramid,0.1774193548387097,Interstate 69,Northbound
Pyramid,0.056768558951965066,Interstate 75,Southbound
Pyramid,0.13529411764705881,Interstate 75,Northbound
Pyramid,0.07894736842105263,Interstate 35,Southbound
Pyramid,0.06701030927835051,Interstate 35,Northbound
Pyramid,0.2222222222222222,Interstate 93,Southbound
Pyramid,0.3142857142857143,Interstate 93,Northbound
Pyramid,0.09259259259259259,Interstate 87,Southbound
Pyramid,0.0625,Interstate 87,Northbound
Pyramid,0.20967741935483872,Interstate 71,Southbound
Pyramid,0.16129032258064516,Interstate 71,Northbound
Pyramid,0.24444444444444444,Interstate 84 (Pennsylvania-Massachusetts),Eastbound
Pyramid,0.32558139534883723,Interstate 84 (Pennsylvania-Massachusetts),Westbound
Pyramid,0.3333333333333333,Interstate 24,Eastbound
Pyramid,0.08771929824561403,Interstate 24,Westbound
Pyramid,0.18518518518518517,Interstate 16,Eastbound
Pyramid,0.14814814814814814,Interstate 16,Westbound
Pyramid,0.3142857142857143,Interstate 72,Eastbound
Pyramid,0.2571428571428571,Interstate 72,Westbound
Pyramid,0.15942028985507245,Interstate 79,Southbound
Pyramid,0.13043478260869565,Interstate 79,Northbound
Pyramid,0.14814814814814814,Interstate 41,Southbound
Pyramid,0.22580645161290322,Interstate 41,Northbound
SuperTower,0.125,Interstate 55,Southbound
SuperTower,0.1276595744680851,Interstate 55,Northbound
SuperTower,0.08048780487804878,Interstate 90,Eastbound
SuperTower,0.1687344913151365,Interstate 90,Westbound
SuperTower,0.0,Interstate 85,Eastbound
SuperTower,0.1557377049180328,Interstate 85,Westbound
SuperTower,0.0,Interstate 57,Southbound
SuperTower,0.2459016393442623,Interstate 57,Northbound
SuperTower,0.5076923076923077,Interstate 26,Southbound
SuperTower,0.0,Interstate 26,Northbound
SuperTower,0.0,Interstate 82,Southbound
SuperTower,0.18518518518518517,Interstate 82,Northbound
SuperTower,0.189873417721519,Interstate 76 (Ohio-New Jersey),Eastbound
SuperTower,0.012345679012345678,Interstate 76 (Ohio-New Jersey),Westbound
SuperTower,0.07547169811320754,Interstate 39,Southbound
SuperTower,0.32653061224489793,Interstate 39,Northbound
SuperTower,0.0,Interstate 86 (Pennsylvania-New York),Eastbound
SuperTower,0.0,Interstate 86 (Pennsylvania-New York),Westbound
SuperTower,0.006802721088435374,Interstate 84 (Oregon-Utah),Eastbound
SuperTower,0.14189189189189189,Interstate 84 (Oregon-Utah),Westbound
SuperTower,0.08,Interstate 76 (Colorado-Nebraska),Westbound
SuperTower,0.28,Interstate 476 (Pennsylvania),Southbound
SuperTower,0.36,Interstate 476 (Pennsylvania),Northbound
SuperTower,0.1388888888888889,Interstate 43,Southbound
SuperTower,0.5483870967741935,Interstate 43,Northbound
SuperTower,0.16009852216748768,Interstate 10,Eastbound
SuperTower,0.13365155131264916,Interstate 10,Westbound
SuperTower,0.00625,Interstate 81,Southbound
SuperTower,0.0759493670886076,Interstate 81,Northbound
SuperTower,0.057692307692307696,Interstate 8,Eastbound
SuperTower,0.39215686274509803,Interstate 8,Westbound
SuperTower,0.27358490566037735,Interstate 95 (Southern Segment),Southbound
SuperTower,0.04285714285714286,Interstate 95 (Southern Segment),Northbound
SuperTower,0.09565217391304348,Interstate 95 (Northern Segment),Southbound
SuperTower,0.2796610169491525,Interstate 95 (Northern Segment),Northbound
SuperTower,0.13513513513513514,Interstate 89,Southbound
SuperTower,0.2702702702702703,Interstate 89,Northbound
SuperTower,0.0,Interstate 68,Eastbound
SuperTower,0.0,Interstate 68,Westbound
SuperTower,0.6486486486486487,Interstate 45,Southbound
SuperTower,0.4666666666666667,Interstate 45,Northbound
SuperTower,0.07017543859649122,Interstate 30,Eastbound
SuperTower,0.4117647058823529,Interstate 30,Westbound
SuperTower,0.4267515923566879,Interstate 65,Southbound
SuperTower,0.16666666666666666,Interstate 65,Northbound
SuperTower,0.9285714285714286,Interstate 37,Northbound
SuperTower,0.03812316715542522,Interstate 70,Eastbound
SuperTower,0.02702702702702703,Interstate 70,Westbound
SuperTower,0.01818181818181818,Interstate 91,Southbound
SuperTower,0.32727272727272727,Interstate 91,Northbound
SuperTower,0.1388888888888889,Interstate 25,Southbound
SuperTower,0.2011173184357542,Interstate 25,Northbound
SuperTower,0.31645569620253167,Interstate 59,Southbound
SuperTower,0.0,Interstate 59,Northbound
SuperTower,0.3448275862068966,Interstate 77,Southbound
SuperTower,0.30701754385964913,Interstate 77,Northbound
SuperTower,0.13513513513513514,Interstate 22,Eastbound
SuperTower,0.24324324324324326,Interstate 22,Westbound
SuperTower,0.19083969465648856,Interstate 20,Eastbound
SuperTower,0.09578544061302682,Interstate 20,Westbound
SuperTower,0.034482758620689655,Interstate 80,Eastbound
SuperTower,0.047516198704103674,Interstate 80,Westbound
SuperTower,0.1445221445221445,Interstate 40,Eastbound
SuperTower,0.07637231503579953,Interstate 40,Westbound
SuperTower,0.56,Interstate 88 (Illinois),Eastbound
SuperTower,0.0,Interstate 88 (Illinois),Westbound
SuperTower,0.7916666666666666,Interstate 17,Southbound
SuperTower,0.48148148148148145,Interstate 17,Northbound
SuperTower,0.03125,Interstate 96,Eastbound
SuperTower,0.09375,Interstate 96,Westbound
SuperTower,0.13043478260869565,Interstate 27,Northbound
SuperTower,0.0,Interstate 105 (Oregon),Eastbound
SuperTower,0.0,Interstate 105 (Oregon),Westbound
SuperTower,0.0,Interstate 335 (Kansas),Eastbound
SuperTower,0.0,Interstate 335 (Kansas),Westbound
SuperTower,0.11067193675889328,Interstate 15,Southbound
SuperTower,0.4068441064638783,Interstate 15,Northbound
SuperTower,0.2892561983471074,Interstate 5,Southbound
SuperTower,0.358974358974359,Interstate 5,Northbound
SuperTower,0.11538461538461539,Interstate 78,Eastbound
SuperTower,0.0,Interstate 78,Westbound
SuperTower,0.0,Interstate 44,Eastbound
SuperTower,0.1326530612244898,Interstate 44,Westbound
SuperTower,0.1259259259259259,Interstate 29,Southbound
SuperTower,0.24347826086956523,Interstate 29,Northbound
SuperTower,0.5205479452054794,Interstate 74,Eastbound
SuperTower,0.3,Interstate 74,Westbound
SuperTower,0.045454545454545456,Interstate 495 (Massachusetts),Southbound
SuperTower,0.18181818181818182,Interstate 495 (Massachusetts),Northbound
SuperTower,0.22777777777777777,Interstate 64,Eastbound
SuperTower,0.06741573033707865,Interstate 64,Westbound
SuperTower,0.36363636363636365,Interstate 88 (New York),Eastbound
SuperTower,0.16666666666666666,Interstate 94,Eastbound
SuperTower,0.09411764705882353,Interstate 94,Westbound
SuperTower,0.14705882352941177,Interstate 49 (Lousiana-South Segment,Southbound
SuperTower,0.17647058823529413,Interstate 49 (Lousiana-South Segment,Northbound
SuperTower,0.0,Interstate 49 (Missouri),Southbound
SuperTower,0.0,Interstate 49 (Missouri),Northbound
SuperTower,0.296875,Interstate 69,Southbound
SuperTower,0.0967741935483871,Interstate 69,Northbound
SuperTower,0.14410480349344978,Interstate 75,Southbound
SuperTower,0.3176470588235294,Interstate 75,Northbound
SuperTower,0.11052631578947368,Interstate 35,Southbound
SuperTower,0.3865979381443299,Interstate 35,Northbound
SuperTower,0.19444444444444445,Interstate 93,Southbound
SuperTower,0.2857142857142857,Interstate 93,Northbound
SuperTower,0.3148148148148148,Interstate 87,Southbound
SuperTower,0.234375,Interstate 87,Northbound
SuperTower,0.5483870967741935,Interstate 71,Southbound
SuperTower,0.6129032258064516,Interstate 71,Northbound
SuperTower,0.022222222222222223,Interstate 84 (Pennsylvania-Massachusetts),Eastbound
SuperTower,0.0,Interstate 84 (Pennsylvania-Massachusetts),Westbound
SuperTower,0.5087719298245614,Interstate 24,Eastbound
SuperTower,0.43859649122807015,Interstate 24,Westbound
SuperTower,0.6296296296296297,Interstate 16,Eastbound
SuperTower,0.037037037037037035,Interstate 16,Westbound
SuperTower,0.0,Interstate 72,Eastbound
SuperTower,0.0,Interstate 72,Westbound
SuperTower,0.07246376811594203,Interstate 79,Southbound
SuperTower,0.37681159420289856,Interstate 79,Northbound
SuperTower,0.25925925925925924,Interstate 41,Southbound
SuperTower,0.4838709677419355,Interstate 41,Northbound
Close-ish,0.0625,Interstate 55,Southbound
Close-ish,0.1276595744680851,Interstate 55,Northbound
Close-ish,0.2073170731707317,Interstate 90,Eastbound
Close-ish,0.13399503722084366,Interstate 90,Westbound
Close-ish,0.025210084033613446,Interstate 85,Eastbound
Close-ish,0.2540983606557377,Interstate 85,Westbound
Close-ish,0.18032786885245902,Interstate 57,Southbound
Close-ish,0.2459016393442623,Interstate 57,Northbound
Close-ish,0.5692307692307692,Interstate 26,Southbound
Close-ish,0.0,Interstate 26,Northbound
Close-ish,0.0,Interstate 82,Southbound
Close-ish,0.14814814814814814,Interstate 82,Northbound
Close-ish,0.189873417721519,Interstate 76 (Ohio-New Jersey),Eastbound
Close-ish,0.012345679012345678,Interstate 76 (Ohio-New Jersey),Westbound
Close-ish,0.0,Interstate 39,Southbound
Close-ish,0.24489795918367346,Interstate 39,Northbound
